element,proj_index,l,q_bohr_inv,q_per_ang,F_bohr_3halves,F_ang_3halves
Ga,0,0,4.000000000000e+00,7.558904498503e+00,6.628299930756e-01,2.551548638802e-01
Ga,0,0,5.000000000000e+00,9.448630623129e+00,-4.503255195011e-01,-1.733517611310e-01
Ga,0,0,6.000000000000e+00,1.133835674775e+01,-2.854969585944e-01,-1.099013900538e-01
Ga,0,0,7.000000000000e+00,1.322808287238e+01,2.636446488323e-01,1.014893942463e-01
Ga,1,0,0.000000000000e+00,0.000000000000e+00,1.133512184155e+01,4.363428783791e+00
Ga,1,0,1.000000000000e-01,1.889726124626e-01,1.130429460986e+01,4.351561912667e+00
Ga,1,0,5.000000000000e-01,9.448630623129e-01,1.058127164364e+01,4.073235903804e+00
Ga,1,0,1.000000000000e+00,1.889726124626e+00,8.520636781720e+00,3.279999307401e+00
Ga,1,0,2.000000000000e+00,3.779452249252e+00,2.778461253147e+00,1.069562195811e+00
Ga,1,0,3.000000000000e+00,5.669178373877e+00,-9.989256347821e-01,-3.845340992893e-01
Ga,1,0,4.000000000000e+00,7.558904498503e+00,-1.108681734384e+00,-4.267844545034e-01
Ga,1,0,5.000000000000e+00,9.448630623129e+00,1.507068428336e-01,5.801424855654e-02
Ga,1,0,6.000000000000e+00,1.133835674775e+01,3.296106693544e-01,1.268828603883e-01
Ga,1,0,7.000000000000e+00,1.322808287238e+01,-3.917080610956e-01,-1.507871068807e-01
Ga,2,1,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
Ga,2,1,1.000000000000e-01,1.889726124626e-01,5.310740161052e-02,2.044357070520e-02
Ga,2,1,5.000000000000e-01,9.448630623129e-01,2.908608253802e-01,1.119661980950e-01
Ga,2,1,1.000000000000e+00,1.889726124626e+00,7.185940424712e-01,2.766211049701e-01
Ga,2,1,2.000000000000e+00,3.779452249252e+00,2.007987259689e+00,7.729700243978e-01
Ga,2,1,3.000000000000e+00,5.669178373877e+00,2.755682796278e+00,1.060793681829e+00
Ga,2,1,4.000000000000e+00,7.558904498503e+00,1.718337557279e+00,6.614700452728e-01
Ga,2,1,5.000000000000e+00,9.448630623129e+00,-2.174649478067e-01,-8.371262576529e-02
Ga,2,1,6.000000000000e+00,1.133835674775e+01,-1.009918515662e+00,-3.887657832110e-01
Ga,2,1,7.000000000000e+00,1.322808287238e+01,-2.550547213851e-01,-9.818272165846e-02
Ga,3,1,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
Ga,3,1,1.000000000000e-01,1.889726124626e-01,5.766742680058e-01,2.219894179403e-01
Ga,3,1,5.000000000000e-01,9.448630623129e-01,2.758249467116e+00,1.061781715797e+00
Ga,3,1,1.000000000000e+00,1.889726124626e+00,4.789692438899e+00,1.843780962000e+00
Ga,3,1,2.000000000000e+00,3.779452249252e+00,5.190010400839e+00,1.997882430181e+00
Ga,3,1,3.000000000000e+00,5.669178373877e+00,2.107085770804e+00,8.111177657166e-01
Ga,3,1,4.000000000000e+00,7.558904498503e+00,-2.663966645576e-01,-1.025487762977e-01
Ga,3,1,5.000000000000e+00,9.448630623129e+00,-1.646627027840e-01,-6.338652437867e-02
Ga,3,1,6.000000000000e+00,1.133835674775e+01,5.754476059680e-01,2.215172172425e-01
Ga,3,1,7.000000000000e+00,1.322808287238e+01,2.694711115465e-01,1.037322775140e-01
Ga,4,2,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
Ga,4,2,1.000000000000e-01,1.889726124626e-01,-5.880950757264e-04,-2.263858313039e-04
Ga,4,2,5.000000000000e-01,9.448630623129e-01,-1.356095160213e-02,-5.220256772137e-03
Ga,4,2,1.000000000000e+00,1.889726124626e+00,-4.062307288960e-02,-1.563775740661e-02
Ga,4,2,2.000000000000e+00,3.779452249252e+00,1.873078572455e-02,7.210372390876e-03
Ga,4,2,3.000000000000e+00,5.669178373877e+00,4.724785218336e-01,1.818795078439e-01
Ga,4,2,4.000000000000e+00,7.558904498503e+00,1.247492861678e+00,4.802194750364e-01
Ga,4,2,5.000000000000e+00,9.448630623129e+00,1.796732620921e+00,6.916480426496e-01
Ga,4,2,6.000000000000e+00,1.133835674775e+01,1.635220189117e+00,6.294742077564e-01
Ga,4,2,7.000000000000e+00,1.322808287238e+01,9.105830665818e-01,3.505268331737e-01
Ga,5,2,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
Ga,5,2,1.000000000000e-01,1.889726124626e-01,4.367313280519e-03,1.681187087571e-03
Ga,5,2,5.000000000000e-01,9.448630623129e-01,1.088689225031e-01,4.190883845370e-02
Ga,5,2,1.000000000000e+00,1.889726124626e+00,4.298901684172e-01,1.654852202704e-01
Ga,5,2,2.000000000000e+00,3.779452249252e+00,1.553629214699e+00,5.980659519606e-01
Ga,5,2,3.000000000000e+00,5.669178373877e+00,2.576871253350e+00,9.919605943516e-01
Ga,5,2,4.000000000000e+00,7.558904498503e+00,2.343695874722e+00,9.022002747892e-01
Ga,5,2,5.000000000000e+00,9.448630623129e+00,7.716598930468e-01,2.970486807010e-01
Ga,5,2,6.000000000000e+00,1.133835674775e+01,-7.310275730810e-01,-2.814073636540e-01
Ga,5,2,7.000000000000e+00,1.322808287238e+01,-9.794148000076e-01,-3.770234488313e-01
As,0,0,0.000000000000e+00,0.000000000000e+00,5.793212431185e+00,2.230083648523e+00
As,0,0,1.000000000000e-01,1.889726124626e-01,5.791217778665e+00,2.229315811675e+00
As,0,0,5.000000000000e-01,9.448630623129e-01,5.742032330624e+00,2.210381987873e+00
As,0,0,1.000000000000e+00,1.889726124626e+00,5.573383884307e+00,2.145461160793e+00
As,0,0,2.000000000000e+00,3.779452249252e+00,4.741364133791e+00,1.825177093376e+00
As,0,0,3.000000000000e+00,5.669178373877e+00,3.182320832822e+00,1.225027001500e+00
As,0,0,4.000000000000e+00,7.558904498503e+00,1.368357259905e+00,5.267459439646e-01
As,0,0,5.000000000000e+00,9.448630623129e+00,8.608973468207e-02,3.314004309365e-02
As,0,0,6.000000000000e+00,1.133835674775e+01,-3.254255895421e-01,-1.252718236504e-01
As,0,0,7.000000000000e+00,1.322808287238e+01,-1.972977761518e-01,-7.594931995199e-02
As,1,0,0.000000000000e+00,0.000000000000e+00,1.096148562013e+01,4.219598389553e+00
As,1,0,1.000000000000e-01,1.889726124626e-01,1.093371195896e+01,4.208906983295e+00
As,1,0,5.000000000000e-01,9.448630623129e-01,1.028035275099e+01,3.957397876109e+00
As,1,0,1.000000000000e+00,1.889726124626e+00,8.395457888717e+00,3.231811983746e+00
As,1,0,2.000000000000e+00,3.779452249252e+00,2.872102305518e+00,1.105609101082e+00
As,1,0,3.000000000000e+00,5.669178373877e+00,-1.392854298958e+00,-5.361760221599e-01
As,1,0,4.000000000000e+00,7.558904498503e+00,-2.258692911593e+00,-8.694785818768e-01
As,1,0,5.000000000000e+00,9.448630623129e+00,-9.190309969363e-01,-3.537788443110e-01
As,1,0,6.000000000000e+00,1.133835674775e+01,3.450836678854e-01,1.328391551777e-01
As,1,0,7.000000000000e+00,1.322808287238e+01,5.740809273926e-01,2.209911175042e-01
As,2,1,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
As,2,1,1.000000000000e-01,1.889726124626e-01,7.931195320391e-02,3.053095188092e-02
As,2,1,5.000000000000e-01,9.448630623129e-01,4.064930109245e-01,1.564785389228e-01
As,2,1,1.000000000000e+00,1.889726124626e+00,8.663776269732e-01,3.335100520323e-01
As,2,1,2.000000000000e+00,3.779452249252e+00,1.940954714393e+00,7.471660020252e-01
As,2,1,3.000000000000e+00,5.669178373877e+00,2.678100152414e+00,1.030928423556e+00
As,2,1,4.000000000000e+00,7.558904498503e+00,2.327218919665e+00,8.958575092708e-01
As,2,1,5.000000000000e+00,9.448630623129e+00,1.051719983875e+00,4.048571611563e-01
As,2,1,6.000000000000e+00,1.133835674775e+01,-6.729009659374e-02,-2.590316614551e-02
As,2,1,7.000000000000e+00,1.322808287238e+01,-2.494400508410e-01,-9.602136729404e-02
As,3,1,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
As,3,1,1.000000000000e-01,1.889726124626e-01,4.585288447368e-01,1.765096120969e-01
As,3,1,5.000000000000e-01,9.448630623129e-01,2.206274359684e+00,8.493001822615e-01
As,3,1,1.000000000000e+00,1.889726124626e+00,3.905149848543e+00,1.503278349571e+00
As,3,1,2.000000000000e+00,3.779452249252e+00,4.608960693580e+00,1.774208697079e+00
As,3,1,3.000000000000e+00,5.669178373877e+00,2.286646460312e+00,8.802392354274e-01
As,3,1,4.000000000000e+00,7.558904498503e+00,-1.935710435539e-01,-7.451472290800e-02
As,3,1,5.000000000000e+00,9.448630623129e+00,-7.884216094611e-01,-3.035010644416e-01
As,3,1,6.000000000000e+00,1.133835674775e+01,-9.674534538231e-02,-3.724189564436e-02
As,3,1,7.000000000000e+00,1.322808287238e+01,2.501993505404e-01,9.631365794695e-02
As,4,2,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
As,4,2,1.000000000000e-01,1.889726124626e-01,-6.158875989996e-04,-2.370844984837e-04
As,4,2,5.000000000000e-01,9.448630623129e-01,-1.441849349458e-02,-5.550365528717e-03
As,4,2,1.000000000000e+00,1.889726124626e+00,-4.598377224729e-02,-1.770134615366e-02
As,4,2,2.000000000000e+00,3.779452249252e+00,-2.734196077509e-02,-1.052522419424e-02
As,4,2,3.000000000000e+00,5.669178373877e+00,3.225562185585e-01,1.241672659653e-01
As,4,2,4.000000000000e+00,7.558904498503e+00,9.922357390382e-01,3.819588394856e-01
As,4,2,5.000000000000e+00,9.448630623129e+00,1.576041808489e+00,6.066936278013e-01
As,4,2,6.000000000000e+00,1.133835674775e+01,1.627014361123e+00,6.263153933592e-01
As,4,2,7.000000000000e+00,1.322808287238e+01,1.114336138417e+00,4.289611041821e-01
As,5,2,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
As,5,2,1.000000000000e-01,1.889726124626e-01,3.596260956455e-03,1.384372289136e-03
As,5,2,5.000000000000e-01,9.448630623129e-01,8.961058954217e-02,3.449538798141e-02
As,5,2,1.000000000000e+00,1.889726124626e+00,3.537363566452e-01,1.361699875868e-01
As,5,2,2.000000000000e+00,3.779452249252e+00,1.292029488756e+00,4.973637460233e-01
As,5,2,3.000000000000e+00,5.669178373877e+00,2.246101121138e+00,8.646314014337e-01
As,5,2,4.000000000000e+00,7.558904498503e+00,2.307660973648e+00,8.883287234496e-01
As,5,2,5.000000000000e+00,9.448630623129e+00,1.170075975725e+00,4.504180248851e-01
As,5,2,6.000000000000e+00,1.133835674775e+01,-3.008488825942e-01,-1.158110774841e-01
As,5,2,7.000000000000e+00,1.322808287238e+01,-9.591481156876e-01,-3.692218358492e-01
Na,0,0,0.000000000000e+00,0.000000000000e+00,-1.090605662532e+00,-4.198261126945e-01
Na,0,0,1.000000000000e-01,1.889726124626e-01,-1.088244089791e+00,-4.189170307617e-01
Na,0,0,5.000000000000e-01,9.448630623129e-01,-1.032027574226e+00,-3.972766138724e-01
Na,0,0,1.000000000000e+00,1.889726124626e+00,-8.619727610472e-01,-3.318144091412e-01
Na,0,0,2.000000000000e+00,3.779452249252e+00,-2.619207859633e-01,-1.008257972452e-01
Na,0,0,3.000000000000e+00,5.669178373877e+00,4.891586300733e-01,1.883004767075e-01
Na,0,0,4.000000000000e+00,7.558904498503e+00,1.130011292739e+00,4.349952183726e-01
Na,0,0,5.000000000000e+00,9.448630623129e+00,1.464439921976e+00,5.637327412100e-01
Na,0,0,6.000000000000e+00,1.133835674775e+01,1.431005943149e+00,5.508624088384e-01
Na,0,0,7.000000000000e+00,1.322808287238e+01,1.108062403331e+00,4.265460444555e-01
Na,1,0,0.000000000000e+00,0.000000000000e+00,6.947665305725e+00,2.674487596951e+00
Na,1,0,1.000000000000e-01,1.889726124626e-01,6.941691920186e+00,2.672188156084e+00
Na,1,0,5.000000000000e-01,9.448630623129e-01,6.799541152272e+00,2.617467548663e+00
Na,1,0,1.000000000000e+00,1.889726124626e+00,6.370019859554e+00,2.452124326235e+00
Na,1,0,2.000000000000e+00,3.779452249252e+00,4.858539994865e+00,1.870283668508e+00
Na,1,0,3.000000000000e+00,5.669178373877e+00,2.961317083112e+00,1.139952122175e+00
Na,1,0,4.000000000000e+00,7.558904498503e+00,1.277078642837e+00,4.916084526674e-01
Na,1,0,5.000000000000e+00,9.448630623129e+00,1.867743187676e-01,7.189833951289e-02
Na,1,0,6.000000000000e+00,1.133835674775e+01,-2.600075886379e-01,-1.000893163855e-01
Na,1,0,7.000000000000e+00,1.322808287238e+01,-2.689659054064e-01,-1.035377995856e-01
Na,2,1,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
Na,2,1,1.000000000000e-01,1.889726124626e-01,-2.352116709740e-04,-9.054418556400e-05
Na,2,1,5.000000000000e-01,9.448630623129e-01,3.914001848899e-03,1.506685906516e-03
Na,2,1,1.000000000000e+00,1.889726124626e+00,3.826769070842e-02,1.473105851534e-02
Na,2,1,2.000000000000e+00,3.779452249252e+00,2.814076118050e-01,1.083272055204e-01
Na,2,1,3.000000000000e+00,5.669178373877e+00,7.600678202713e-01,2.925863392530e-01
Na,2,1,4.000000000000e+00,7.558904498503e+00,1.287087847714e+00,4.954614728000e-01
Na,2,1,5.000000000000e+00,9.448630623129e+00,1.583564696391e+00,6.095895459986e-01
Na,2,1,6.000000000000e+00,1.133835674775e+01,1.483090947864e+00,5.709124102373e-01
Na,2,1,7.000000000000e+00,1.322808287238e+01,1.052224523399e+00,4.050513824723e-01
Na,3,1,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
Na,3,1,1.000000000000e-01,1.889726124626e-01,1.327913848627e-01,5.111773468774e-02
Na,3,1,5.000000000000e-01,9.448630623129e-01,6.587683722339e-01,2.535913523859e-01
Na,3,1,1.000000000000e+00,1.889726124626e+00,1.283747875846e+00,4.941757583993e-01
Na,3,1,2.000000000000e+00,3.779452249252e+00,2.266305553396e+00,8.724090506295e-01
Na,3,1,3.000000000000e+00,5.669178373877e+00,2.577598290861e+00,9.922404657501e-01
Na,3,1,4.000000000000e+00,7.558904498503e+00,2.004625947439e+00,7.716760950664e-01
Na,3,1,5.000000000000e+00,9.448630623129e+00,8.052583018606e-01,3.099823100133e-01
Na,3,1,6.000000000000e+00,1.133835674775e+01,-3.529640001558e-01,-1.358726707530e-01
Na,3,1,7.000000000000e+00,1.322808287238e+01,-8.868396926007e-01,-3.413868765943e-01
Cl,0,0,0.000000000000e+00,0.000000000000e+00,4.499049532125e+00,1.731898651166e+00
Cl,0,0,1.000000000000e-01,1.889726124626e-01,4.497919519545e+00,1.731463655452e+00
Cl,0,0,5.000000000000e-01,9.448630623129e-01,4.470289241016e+00,1.720827444009e+00
Cl,0,0,1.000000000000e+00,1.889726124626e+00,4.378015552584e+00,1.685306902305e+00
Cl,0,0,2.000000000000e+00,3.779452249252e+00,3.939886957643e+00,1.516650318910e+00
Cl,0,0,3.000000000000e+00,5.669178373877e+00,3.091744898026e+00,1.190160006109e+00
Cl,0,0,4.000000000000e+00,7.558904498503e+00,1.947748336289e+00,7.497811909698e-01
Cl,0,0,5.000000000000e+00,9.448630623129e+00,8.496862079560e-01,3.270847291112e-01
Cl,0,0,6.000000000000e+00,1.133835674775e+01,1.312733797999e-01,5.053338217017e-02
Cl,0,0,7.000000000000e+00,1.322808287238e+01,-1.244673578264e-01,-4.791341984447e-02
Cl,1,0,0.000000000000e+00,0.000000000000e+00,9.140971331027e+00,3.518795649061e+00
Cl,1,0,1.000000000000e-01,1.889726124626e-01,9.123919683487e+00,3.512231657007e+00
Cl,1,0,5.000000000000e-01,9.448630623129e-01,8.720723625265e+00,3.357022272358e+00
Cl,1,0,1.000000000000e+00,1.889726124626e+00,7.533256861413e+00,2.899909704040e+00
Cl,1,0,2.000000000000e+00,3.779452249252e+00,3.755235224819e+00,1.445569063918e+00
Cl,1,0,3.000000000000e+00,5.669178373877e+00,8.125740560646e-02,3.127984925754e-02
Cl,1,0,4.000000000000e+00,7.558904498503e+00,-1.751625948442e+00,-6.742843340113e-01
Cl,1,0,5.000000000000e+00,9.448630623129e+00,-1.619524933532e+00,-6.234323556311e-01
Cl,1,0,6.000000000000e+00,1.133835674775e+01,-6.218706452398e-01,-2.393876582154e-01
Cl,1,0,7.000000000000e+00,1.322808287238e+01,1.154400377096e-01,4.443837396593e-02
Cl,2,1,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
Cl,2,1,1.000000000000e-01,1.889726124626e-01,5.429077578137e-02,2.089910783936e-02
Cl,2,1,5.000000000000e-01,9.448630623129e-01,2.761956571487e-01,1.063208757001e-01
Cl,2,1,1.000000000000e+00,1.889726124626e+00,5.789609859243e-01,2.228696846834e-01
Cl,2,1,2.000000000000e+00,3.779452249252e+00,1.288988179082e+00,4.961930009394e-01
Cl,2,1,3.000000000000e+00,5.669178373877e+00,1.940331102695e+00,7.469259441525e-01
Cl,2,1,4.000000000000e+00,7.558904498503e+00,2.109033900725e+00,8.118676937978e-01
Cl,2,1,5.000000000000e+00,9.448630623129e+00,1.567467458528e+00,6.033929517304e-01
Cl,2,1,6.000000000000e+00,1.133835674775e+01,5.887929044097e-01,2.266544588322e-01
Cl,2,1,7.000000000000e+00,1.322808287238e+01,-2.274349866470e-01,-8.755056902334e-02
Cl,3,1,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
Cl,3,1,1.000000000000e-01,1.889726124626e-01,2.526909145985e-01,9.727277973495e-02
Cl,3,1,5.000000000000e-01,9.448630623129e-01,1.228884963263e+00,4.730564078293e-01
Cl,3,1,1.000000000000e+00,1.889726124626e+00,2.251425316278e+00,8.666809379670e-01
Cl,3,1,2.000000000000e+00,3.779452249252e+00,3.118536267267e+00,1.200473281373e+00
Cl,3,1,3.000000000000e+00,5.669178373877e+00,2.354000775326e+00,9.061671223044e-01
Cl,3,1,4.000000000000e+00,7.558904498503e+00,9.254509036339e-01,3.562501724596e-01
Cl,3,1,5.000000000000e+00,9.448630623129e+00,3.365134923737e-02,1.295400860514e-02
Cl,3,1,6.000000000000e+00,1.133835674775e+01,7.812563762235e-02,3.007428245754e-02
Cl,3,1,7.000000000000e+00,1.322808287238e+01,5.214951935434e-01,2.007483615902e-01
Cl,4,2,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
Cl,4,2,1.000000000000e-01,1.889726124626e-01,1.214184511116e-03,4.673975029732e-04
Cl,4,2,5.000000000000e-01,9.448630623129e-01,2.895470710272e-02,1.114604714130e-02
Cl,4,2,1.000000000000e+00,1.889726124626e+00,9.892331572054e-02,3.808030025940e-02
Cl,4,2,2.000000000000e+00,3.779452249252e+00,1.615399220833e-01,6.218441721251e-02
Cl,4,2,3.000000000000e+00,5.669178373877e+00,-2.438517330547e-01,-9.387015736242e-02
Cl,4,2,4.000000000000e+00,7.558904498503e+00,-1.127597967698e+00,-4.340662145123e-01
Cl,4,2,5.000000000000e+00,9.448630623129e+00,-1.787156907307e+00,-6.879618939701e-01
Cl,4,2,6.000000000000e+00,1.133835674775e+01,-1.464801809741e+00,-5.638720490629e-01
Cl,4,2,7.000000000000e+00,1.322808287238e+01,-3.510314228552e-01,-1.351287296169e-01
Cl,5,2,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
Cl,5,2,1.000000000000e-01,1.889726124626e-01,3.587153909333e-03,1.380866552532e-03
Cl,5,2,5.000000000000e-01,9.448630623129e-01,8.986606086963e-02,3.459373107461e-02
Cl,5,2,1.000000000000e+00,1.889726124626e+00,3.599999956604e-01,1.385811608545e-01
Cl,5,2,2.000000000000e+00,3.779452249252e+00,1.362057614827e+00,5.243209102466e-01
Cl,5,2,3.000000000000e+00,5.669178373877e+00,2.387865711267e+00,9.192033506143e-01
Cl,5,2,4.000000000000e+00,7.558904498503e+00,2.321166481658e+00,8.935276373398e-01
Cl,5,2,5.000000000000e+00,9.448630623129e+00,9.050562839943e-01,3.483993110737e-01
Cl,5,2,6.000000000000e+00,1.133835674775e+01,-5.572706675274e-01,-2.145200470752e-01
Cl,5,2,7.000000000000e+00,1.322808287238e+01,-7.439836242957e-01,-2.863947654291e-01
Mg,0,0,0.000000000000e+00,0.000000000000e+00,-1.504907306732e+00,-5.793105668317e-01
Mg,0,0,1.000000000000e-01,1.889726124626e-01,-1.502534250719e+00,-5.783970644397e-01
Mg,0,0,5.000000000000e-01,9.448630623129e-01,-1.445981829514e+00,-5.566273414560e-01
Mg,0,0,1.000000000000e+00,1.889726124626e+00,-1.274156283409e+00,-4.904834972039e-01
Mg,0,0,2.000000000000e+00,3.779452249252e+00,-6.575297748954e-01,-2.531145572218e-01
Mg,0,0,3.000000000000e+00,5.669178373877e+00,1.452688778291e-01,5.592091657852e-02
Mg,0,0,4.000000000000e+00,7.558904498503e+00,8.825642275594e-01,3.397410462728e-01
Mg,0,0,5.000000000000e+00,9.448630623129e+00,1.341662410212e+00,5.164698236758e-01
Mg,0,0,6.000000000000e+00,1.133835674775e+01,1.423449713230e+00,5.479536557095e-01
Mg,0,0,7.000000000000e+00,1.322808287238e+01,1.169663061724e+00,4.502590746010e-01
Mg,1,0,0.000000000000e+00,0.000000000000e+00,6.219487225156e+00,2.394177138810e+00
Mg,1,0,1.000000000000e-01,1.889726124626e-01,6.214854673462e+00,2.392393848813e+00
Mg,1,0,5.000000000000e-01,9.448630623129e-01,6.104505790741e+00,2.349915303116e+00
Mg,1,0,1.000000000000e+00,1.889726124626e+00,5.769792850290e+00,2.221068335338e+00
Mg,1,0,2.000000000000e+00,3.779452249252e+00,4.574370431068e+00,1.760893255993e+00
Mg,1,0,3.000000000000e+00,5.669178373877e+00,3.021243602366e+00,1.163020696353e+00
Mg,1,0,4.000000000000e+00,7.558904498503e+00,1.555645385882e+00,5.988420723673e-01
Mg,1,0,5.000000000000e+00,9.448630623129e+00,4.968882052363e-01,1.912759586851e-01
Mg,1,0,6.000000000000e+00,1.133835674775e+01,-5.789288012769e-02,-2.228572952783e-02
Mg,1,0,7.000000000000e+00,1.322808287238e+01,-2.097568311137e-01,-8.074540417586e-02
Mg,2,1,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
Mg,2,1,1.000000000000e-01,1.889726124626e-01,-4.992121808708e-03,-1.921705676993e-03
Mg,2,1,5.000000000000e-01,9.448630623129e-01,-1.894184665924e-02,-7.291619806691e-03
Mg,2,1,1.000000000000e+00,1.889726124626e+00,-1.872014263523e-03,-7.206275358401e-04
Mg,2,1,2.000000000000e+00,3.779452249252e+00,2.390591488377e-01,9.202526321714e-02
Mg,2,1,3.000000000000e+00,5.669178373877e+00,7.605937873127e-01,2.927888090420e-01
Mg,2,1,4.000000000000e+00,7.558904498503e+00,1.342516693067e+00,5.167986778736e-01
Mg,2,1,5.000000000000e+00,9.448630623129e+00,1.656519020352e+00,6.376731432922e-01
Mg,2,1,6.000000000000e+00,1.133835674775e+01,1.513562776107e+00,5.826424696322e-01
Mg,2,1,7.000000000000e+00,1.322808287238e+01,1.007943165502e+00,3.880053767623e-01
Mg,3,1,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
Mg,3,1,1.000000000000e-01,1.889726124626e-01,1.334680204559e-01,5.137820398525e-02
Mg,3,1,5.000000000000e-01,9.448630623129e-01,6.629536904194e-01,2.552024808850e-01
Mg,3,1,1.000000000000e+00,1.889726124626e+00,1.296470227756e+00,4.990731981709e-01
Mg,3,1,2.000000000000e+00,3.779452249252e+00,2.310034138273e+00,8.892422676513e-01
Mg,3,1,3.000000000000e+00,5.669178373877e+00,2.633370207918e+00,1.013709735478e+00
Mg,3,1,4.000000000000e+00,7.558904498503e+00,2.006651893333e+00,7.724559782255e-01
Mg,3,1,5.000000000000e+00,9.448630623129e+00,7.165867255805e-01,2.758483930027e-01
Mg,3,1,6.000000000000e+00,1.133835674775e+01,-4.762134489202e-01,-1.833172593373e-01
Mg,3,1,7.000000000000e+00,1.322808287238e+01,-9.408295989845e-01,-3.621701654590e-01
O,0,0,0.000000000000e+00,0.000000000000e+00,1.092713918185e+00,4.206376808038e-01
O,0,0,1.000000000000e-01,1.889726124626e-01,1.093876678637e+00,4.210852827348e-01
O,0,0,5.000000000000e-01,9.448630623129e-01,1.121461286025e+00,4.317039131781e-01
O,0,0,1.000000000000e+00,1.889726124626e+00,1.203736423985e+00,4.633755361376e-01
O,0,0,2.000000000000e+00,3.779452249252e+00,1.476565430395e+00,5.684004274678e-01
O,0,0,3.000000000000e+00,5.669178373877e+00,1.755848891988e+00,6.759099463055e-01
O,0,0,4.000000000000e+00,7.558904498503e+00,1.861858615493e+00,7.167181427562e-01
O,0,0,5.000000000000e+00,9.448630623129e+00,1.682902013584e+00,6.478292151617e-01
O,0,0,6.000000000000e+00,1.133835674775e+01,1.242076711805e+00,4.781345407423e-01
O,0,0,7.000000000000e+00,1.322808287238e+01,6.906543245840e-01,2.658657755661e-01
O,1,0,0.000000000000e+00,0.000000000000e+00,4.420882899105e+00,1.701808587625e+00
O,1,0,1.000000000000e-01,1.889726124626e-01,4.419139597948e+00,1.701137507900e+00
O,1,0,5.000000000000e-01,9.448630623129e-01,4.376813022158e+00,1.684843991015e+00
O,1,0,1.000000000000e+00,1.889726124626e+00,4.238900889247e+00,1.631755036279e+00
O,1,0,2.000000000000e+00,3.779452249252e+00,3.623176048051e+00,1.394733191033e+00
O,1,0,3.000000000000e+00,5.669178373877e+00,2.503010052714e+00,9.635278969918e-01
O,1,0,4.000000000000e+00,7.558904498503e+00,1.053692035904e+00,4.056162979972e-01
O,1,0,5.000000000000e+00,9.448630623129e+00,-2.642283880353e-01,-1.017141032946e-01
O,1,0,6.000000000000e+00,1.133835674775e+01,-9.769971225514e-01,-3.760927695189e-01
O,1,0,7.000000000000e+00,1.322808287238e+01,-9.456937508503e-01,-3.640426094042e-01
O,2,1,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
O,2,1,1.000000000000e-01,1.889726124626e-01,1.428866678328e-02,5.500389038221e-03
O,2,1,5.000000000000e-01,9.448630623129e-01,7.471192675636e-02,2.876018240106e-02
O,2,1,1.000000000000e+00,1.889726124626e+00,1.689244160647e-01,6.502706099198e-02
O,2,1,2.000000000000e+00,3.779452249252e+00,4.676361968168e-01,1.800154660935e-01
O,2,1,3.000000000000e+00,5.669178373877e+00,9.067817082003e-01,3.490635091079e-01
O,2,1,4.000000000000e+00,7.558904498503e+00,1.344766671810e+00,5.176648019567e-01
O,2,1,5.000000000000e+00,9.448630623129e+00,1.571277834081e+00,6.048597469357e-01
O,2,1,6.000000000000e+00,1.133835674775e+01,1.454046243883e+00,5.597317190067e-01
O,2,1,7.000000000000e+00,1.322808287238e+01,1.039863232949e+00,4.002929324698e-01
O,3,1,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
O,3,1,1.000000000000e-01,1.889726124626e-01,1.424274062588e-01,5.482709870772e-02
O,3,1,5.000000000000e-01,9.448630623129e-01,7.043296942856e-01,2.711300773195e-01
O,3,1,1.000000000000e+00,1.889726124626e+00,1.359675501517e+00,5.234039212697e-01
O,3,1,2.000000000000e+00,3.779452249252e+00,2.327057127028e+00,8.957952275716e-01
O,3,1,3.000000000000e+00,5.669178373877e+00,2.555497133754e+00,9.837326767364e-01
O,3,1,4.000000000000e+00,7.558904498503e+00,1.928638258067e+00,7.424248108143e-01
O,3,1,5.000000000000e+00,9.448630623129e+00,7.448084876709e-01,2.867122946665e-01
