system,i1,i2,i3,rho_e_per_ang3
mgo,9,22,15,1.8771997236e-01
mgo,10,1,12,1.5648781908e-01
mgo,10,4,9,1.5377777586e-01
mgo,10,7,6,1.5548803896e-01
mgo,10,10,3,1.5315314258e-01
mgo,10,13,0,1.6079636469e-01
mgo,10,15,21,1.9971000324e-01
mgo,10,18,18,2.2443213496e-01
mgo,10,21,15,1.9971000324e-01
mgo,11,0,12,1.5906482838e-01
mgo,11,3,9,1.5385328255e-01
mgo,11,6,6,1.5613571035e-01
mgo,11,9,3,1.5385328255e-01
mgo,11,12,0,1.5906482838e-01
mgo,11,14,21,2.0233648535e-01
mgo,11,17,18,2.3930746925e-01
mgo,11,20,15,2.1830759037e-01
mgo,11,23,12,1.7210432163e-01
mgo,12,2,9,1.5555043726e-01
mgo,12,5,6,1.5804919215e-01
mgo,12,8,3,1.5617140260e-01
mgo,12,11,0,1.5906482838e-01
mgo,12,13,21,2.0438804853e-01
mgo,12,16,18,2.5529768586e-01
mgo,12,19,15,2.4212184608e-01
mgo,12,22,12,1.8694174083e-01
mgo,13,1,9,1.5936186767e-01
mgo,13,4,6,1.6258352503e-01
mgo,13,7,3,1.6116268435e-01
mgo,13,10,0,1.6079636469e-01
mgo,13,12,21,2.0438804853e-01
mgo,13,15,18,2.6745023509e-01
mgo,13,18,15,2.6745023509e-01
mgo,13,21,12,2.0438804853e-01
mgo,14,0,9,1.6526978514e-01
mgo,14,3,6,1.7244899566e-01
mgo,14,6,3,1.7244899566e-01
mgo,14,9,0,1.6526978514e-01
mgo,14,11,21,2.0233648535e-01
mgo,14,14,18,2.7198664212e-01
mgo,14,17,15,2.8902974882e-01
mgo,14,20,12,2.2365365324e-01
mgo,14,23,9,1.7518857716e-01
mgo,15,2,6,1.9313758665e-01
mgo,15,5,3,2.0142382369e-01
mgo,15,8,0,1.7641925962e-01
mgo,15,10,21,1.9971000324e-01
mgo,15,13,18,2.6745023509e-01
mgo,15,16,15,3.0160446636e-01
mgo,15,19,12,2.4212184608e-01
mgo,15,22,9,1.8771997236e-01
mgo,16,1,6,2.3422337977e-01
mgo,16,4,3,2.8153341597e-01
mgo,16,7,0,2.0815805847e-01
mgo,16,9,21,2.0020487016e-01
mgo,16,12,18,2.5529768586e-01
mgo,16,15,15,3.0160446636e-01
mgo,16,18,12,2.5529768586e-01
mgo,16,21,9,2.0020487016e-01
mgo,17,0,6,3.0771854207e-01
mgo,17,3,3,5.0737826070e-01
mgo,17,6,0,3.0771854207e-01
mgo,17,8,21,2.1304511596e-01
mgo,17,11,18,2.3930746925e-01
mgo,17,14,15,2.8902974882e-01
mgo,17,17,12,2.6008053910e-01
mgo,17,20,9,2.1059730206e-01
mgo,17,23,6,2.8871906604e-01
mgo,18,2,3,1.1897200733e+00
mgo,18,5,0,6.4564368254e-01
mgo,18,7,21,2.6399170494e-01
mgo,18,10,18,2.2443213496e-01
mgo,18,13,15,2.6745023509e-01
mgo,18,16,12,2.5529768586e-01
mgo,18,19,9,2.1656633868e-01
mgo,18,22,6,3.6122455514e-01
mgo,19,1,3,3.0880091303e+00
mgo,19,4,0,1.9957064641e+00
mgo,19,6,21,4.2725055957e-01
mgo,19,9,18,2.1656633868e-01
mgo,19,12,15,2.4212184608e-01
mgo,19,15,12,2.4212184608e-01
mgo,19,18,9,2.1656633868e-01
mgo,19,21,6,4.2725055957e-01
mgo,20,0,3,6.7554838156e+00
mgo,20,3,0,6.7554838156e+00
mgo,20,5,21,9.5594899954e-01
mgo,20,8,18,2.2448978592e-01
mgo,20,11,15,2.1830759037e-01
mgo,20,14,12,2.2365365324e-01
mgo,20,17,9,2.1059730206e-01
mgo,20,20,6,4.5483592418e-01
mgo,20,23,3,4.9201906827e+00
mgo,21,2,0,1.6376171251e+01
mgo,21,4,21,2.6630283816e+00
mgo,21,7,18,2.6399170494e-01
mgo,21,10,15,1.9971000324e-01
mgo,21,13,12,2.0438804853e-01
mgo,21,16,9,2.0020487016e-01
mgo,21,19,6,4.2725055957e-01
mgo,21,22,3,6.7577209984e+00
mgo,22,1,0,2.2768088256e+01
mgo,22,3,21,6.7577209984e+00
mgo,22,6,18,3.6122455514e-01
mgo,22,9,15,1.8771997236e-01
mgo,22,12,12,1.8694174083e-01
mgo,22,15,9,1.8771997236e-01
mgo,22,18,6,3.6122455514e-01
mgo,22,21,3,6.7577209984e+00
mgo,23,0,0,1.9673187557e+01
mgo,23,2,21,1.2482689015e+01
mgo,23,5,18,5.5167233975e-01
mgo,23,8,15,1.8302695491e-01
mgo,23,11,12,1.7210432163e-01
mgo,23,14,9,1.7518857716e-01
mgo,23,17,6,2.8871906604e-01
mgo,23,20,3,4.9201906827e+00
mgo,23,23,0,2.2763854043e+01
